,uid,title,genre,aired,episodes,members,popularity,ranked,score
8266,1123,Bouken Ou Beet Excellion,"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']","Oct 6, 2005 to Mar 30, 2006",25.0,6280,5249,4779.0,6.76
8268,271,Gad Guard,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']","Apr 16, 2003 to Sep 25, 2003",26.0,10900,4179,4789.0,6.76
8271,34140,Eyedrops,['Space'],"Sep 26, 2016 to Nov 27, 2016",4.0,500,11015,10731.0,5.12
8273,35757,Gin no Guardian II,"['Adventure', 'Fantasy']","Jan 13, 2018 to Feb 17, 2018",6.0,36149,2314,4790.0,6.76
8276,37853,Sanuki Eiga-sai Opening Eizou,"['Dementia', 'Music']","Feb 13, 2015 to Feb 11, 2016",2.0,125,14839,10722.0,5.13
8281,557,Koutetsu Tenshi Kurumi Encore,"['Comedy', 'Historical', 'Romance', 'Sci-Fi', 'Shounen']","Jul 19, 2000 to Oct 4, 2000",4.0,5678,5455,4797.0,6.76
8287,29729,Peeping Life x I-O Data: Quiz!! Input Output,['Comedy'],"Nov 30, 2012 to Jul 20, 2013",8.0,255,12624,10700.0,5.14
8288,5322,Mugen Kouro,"['Action', 'Sci-Fi', 'Space']","Oct 9, 2008 to May 29, 2009",4.0,1048,9412,10699.0,5.14
8299,40320,Tenka Hyakken: Meiji-kan e Youkoso!,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Martial Arts', 'Fantasy']","Oct 13, 2019 to Dec 29, 2019",12.0,5026,5747,10661.0,5.17
8310,8285,Ai no Senshi Rainbowman,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']","Oct 10, 1982 to Mar 27, 1983",22.0,780,10018,4399.0,6.84
8311,1705,Genma Taisen: Shinwa Zenya no Shou,"['Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Shounen', 'Supernatural']","Feb 2, 2002 to May 11, 2002",13.0,1313,8933,10652.0,5.17
8316,22509,Manga Nihonshi (NHK Han),['Historical'],"Apr 6, 1992 to Mar 8, 1993",40.0,322,11976,4847.0,6.75
8317,27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,['Comedy'],"Oct 10, 2014 to Jan 6, 2015",13.0,12875,3902,4846.0,6.75
8319,15005,Kyou no Asuka Show,"['Comedy', 'Ecchi', 'Seinen']","Aug 3, 2012 to Jan 5, 2013",20.0,28498,2657,4845.0,6.75
8321,34834,Hina Logi: From Luck & Logic,"['Action', 'Comedy', 'Fantasy', 'School']","Jul 1, 2017 to Sep 23, 2017",12.0,20526,3152,4899.0,6.74
8322,39605,Hataraku Saibou Specials,"['Comedy', 'Parody', 'Shounen']","Oct 24, 2018 to Feb 27, 2019",5.0,8182,4744,4898.0,6.74
8323,260,Happy☆Lesson (TV),"['Comedy', 'Drama', 'Harem', 'Romance', 'Slice of Life']","Apr 1, 2002 to Jun 30, 2002",13.0,21790,3057,4897.0,6.74
8325,248,Ichigo 100%,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen']","Apr 6, 2005 to Jun 22, 2005",12.0,86290,1255,4900.0,6.74
8328,5973,Fight Ippatsu! Juuden-chan!!,"['Ecchi', 'Comedy', 'Sci-Fi', 'Shounen']","Jun 25, 2009 to Sep 9, 2009",12.0,26607,2742,4949.0,6.73
8330,33759,Feng Wei Ying Xiong,"['Action', 'Fantasy']","Sep 16, 2015 to Jul 3, 2016",13.0,320,12006,4948.0,6.73
8335,34934,Koi to Uso,"['Drama', 'Romance', 'School']","Jul 4, 2017 to Sep 19, 2017",12.0,206740,526,5000.0,6.72
8339,2737,Kouryuu no Mimi: Mina no Shou,"['Action', 'Super Power', 'Drama']","Apr 26, 1995 to Jun 1, 1995",2.0,661,10373,10613.0,5.19
8349,2905,Ikkitousen: Dragon Destiny Specials,"['Super Power', 'Ecchi', 'Martial Arts', 'School']","Jun 24, 2007 to Nov 24, 2007",6.0,18940,3272,4995.0,6.72
8352,37374,Pastel Memories,"['Action', 'Sci-Fi', 'Adventure']","Jan 8, 2019 to Mar 26, 2019",12.0,14050,3779,10601.0,5.2
8355,31302,Robo to Shoujo (Kari): Oshirase Gekijou (Kari),"['Comedy', 'Sci-Fi']","Jul 22, 2011 to Sep 5, 2011",5.0,256,12600,10605.0,5.2
8357,11307,Ginga Patrol PJ,"['Drama', 'Military', 'Sci-Fi', 'Space']","Oct 9, 1982 to 1983",26.0,710,10221,4989.0,6.72
8358,3146,GR: Giant Robo,"['Adventure', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']","Jan 19, 2007 to Jul 20, 2007",13.0,2342,7564,4991.0,6.72
8360,2795,Dragonaut: The Resonance,"['Action', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi']","Oct 4, 2007 to Mar 27, 2008",25.0,61075,1647,4987.0,6.72
8363,34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,"['Action', 'Comedy', 'Ecchi', 'Samurai', 'Seinen']","Feb 22, 2017 to May 17, 2017",13.0,796,9986,4983.0,6.72
8364,12343,Dirty Pair Flash 2,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Police']","Jun 1, 1995 to Oct 1, 1995",5.0,2566,7362,4984.0,6.72
8366,8648,Break Blade Picture Drama,"['Comedy', 'Fantasy']","Jul 23, 2010 to Jul 22, 2011",6.0,5579,5502,4982.0,6.72
8368,2546,Alps Monogatari: Watashi no Annette,"['Slice of Life', 'Historical', 'Drama']","Jan 9, 1983 to Dec 25, 1983",48.0,2684,7254,4980.0,6.72
8374,730,Houkago no Shokuinshitsu,"['Drama', 'Romance', 'Shounen Ai']","Apr, 1994 to Jan 27, 1995",2.0,5950,5361,10594.0,5.2
8376,2032,Wellber no Monogatari: Sisters of Wellber,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical']","Apr 4, 2007 to Jun 27, 2007",13.0,7265,4933,4977.0,6.73
8381,1528,Bishoujo Yuugekitai Battle Skipper,"['Sci-Fi', 'Comedy', 'Mecha']","Aug 23, 1995 to Dec 16, 1995",3.0,1381,8823,10589.0,5.2
8384,37597,Dakaretai Otoko 1-i ni Odosarete Imasu.,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']","Oct 6, 2018 to Dec 29, 2018",13.0,39590,2223,1781.0,7.48
8386,3686,Tokimeki Memorial: Only Love Specials,"['Comedy', 'School']","Sep 21, 2007",2.0,4098,6221,4972.0,6.73
8387,40004,Bokutachi wa Benkyou ga Dekinai!,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']","Oct 6, 2019 to Dec 29, 2019",13.0,81935,1326,1779.0,7.48
8388,7955,The Marshmallow Times,['Slice of Life'],"Apr 4, 2004 to Mar 27, 2005",52.0,481,11090,4971.0,6.73
8394,4515,Seton Doubutsuki: Risu no Banner,"['Kids', 'Drama']","Apr 7, 1979 to Sep 29, 1979",26.0,1024,9464,4968.0,6.73
8395,7793,Ring ni Kakero 1: Kage Dou-hen,"['Action', 'Shounen', 'Sports']","Apr 2, 2010 to Jun 17, 2010",6.0,1147,9237,4967.0,6.73
8396,156,X,"['Action', 'Super Power', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']","Oct 3, 2001 to Mar 27, 2002",24.0,63873,1592,1776.0,7.49
8397,37993,Watashi ni Tenshi ga Maiorita!,"['Comedy', 'Shoujo Ai', 'Slice of Life']","Jan 8, 2019 to Mar 26, 2019",12.0,80287,1369,1775.0,7.49
8398,18099,Recorder to Randoseru Mi☆,"['Comedy', 'School', 'Seinen', 'Slice of Life']","Jul 8, 2013 to Sep 23, 2013",12.0,16942,3473,4966.0,6.73
8399,37937,Wan Jie Xian Zong,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']","Mar 21, 2018 to Jul 28, 2018",40.0,1138,9298,1774.0,7.49
8404,37143,Alphard x Taka no Tsume,"['Cars', 'Parody']","Jan 19, 2018",3.0,287,12281,10585.0,5.2
8407,16530,Ojamanga Yamada-kun,"['Comedy', 'Slice of Life']","Sep 28, 1980 to Oct 10, 1982",103.0,444,11261,4963.0,6.73
8408,921,Nurse Witch Komugi-chan Magikarte Z,"['Comedy', 'Magic', 'Parody']","Sep 10, 2004 to Sep 22, 2005",2.0,4890,5802,4962.0,6.73
8409,11757,Sword Art Online,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']","Jul 8, 2012 to Dec 23, 2012",25.0,1657823,3,1771.0,7.49
8410,626,Mamotte Shugogetten!,"['Comedy', 'Fantasy', 'Magic', 'Romance', 'Shounen']","Oct 17, 1998 to Apr 3, 1999",22.0,6522,5160,4960.0,6.73
8414,5958,Sora no Otoshimono,"['Sci-Fi', 'Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Shounen']","Oct 5, 2009 to Dec 28, 2009",13.0,342630,278,1770.0,7.49
8420,879,Simoun,"['Military', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo Ai']","Apr 3, 2006 to Sep 25, 2006",26.0,33444,2411,1769.0,7.49
8421,5235,Live On Cardliver Kakeru,"['Game', 'Fantasy']","Oct 5, 2008 to Sep 27, 2009",51.0,792,9987,4957.0,6.73
8423,5854,Shin Chou Kyou Ryo: Condor Hero III,"['Action', 'Adventure', 'Drama', 'Historical', 'Romance']","Apr 13, 2008 to May 3, 2008",26.0,2119,7822,1768.0,7.49
8426,3689,Hatsumei Boy Kanipan,"['Sci-Fi', 'Adventure', 'Comedy', 'Mecha']","Jul 3, 1998 to Jan 29, 1999",31.0,627,10487,4954.0,6.73
8429,675,One: Kagayaku Kisetsu e,"['Supernatural', 'Drama']","Aug 10, 2001 to May 24, 2002",4.0,2861,7117,10573.0,5.21
8434,31108,Green Dakara x Bakemono no Ko,['Music'],"Jun 24, 2015 to Jul 11, 2015",2.0,2683,7266,10569.0,5.21
8437,12865,Ai wa KAT-TUN,['Comedy'],"Jan 13, 2012",5.0,2133,7798,10565.0,5.21
8438,32901,Eromanga-sensei,"['Comedy', 'Drama', 'Romance', 'Ecchi']","Apr 9, 2017 to Jun 25, 2017",12.0,368133,246,4946.0,6.73
8439,9689,Agukaru,"['Magic', 'Supernatural', 'Slice of Life']","Sep 17, 2010 to Apr 1, 2014",5.0,1227,9096,10564.0,5.21
8440,9837,Emblem Take 2,"['Action', 'Drama', 'Seinen']","Oct 25, 1993 to Nov 21, 1995",2.0,1047,9424,4945.0,6.73
8442,34077,Cardfight!! Vanguard G: Next,"['Action', 'Game', 'Shounen']","Oct 2, 2016 to Oct 1, 2017",52.0,5322,5627,4942.0,6.73
8445,33046,B-Project: Kodou*Ambitious,"['Music', 'Shoujo']","Jul 3, 2016 to Sep 25, 2016",12.0,31745,2486,4941.0,6.73
8449,19429,Akuma no Riddle,"['Action', 'School', 'Shoujo Ai']","Apr 4, 2014 to Jun 20, 2014",12.0,195109,555,4939.0,6.73
8452,33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,"['Romance', 'School', 'Shoujo']","Oct 3, 2016 to Dec 19, 2016",12.0,10599,4239,4936.0,6.73
8455,1266,Yoroiden Samurai Troopers Kikoutei Densetsu,"['Adventure', 'Samurai', 'Fantasy', 'Shounen']","Oct 8, 1989 to Jan 11, 1990",4.0,1900,8068,4935.0,6.74
8456,34519,Mobile Suit Gakuen: G-Reco Koushien,"['Comedy', 'Parody', 'Sports', 'Mecha']","Dec 25, 2014 to Aug 26, 2015",9.0,544,10802,10556.0,5.22
8461,1377,Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,"['Sci-Fi', 'Space', 'Drama']","Aug 6, 2004 to Nov, 2004",13.0,3221,6841,4932.0,6.74
8467,10105,Bavi Stock,"['Action', 'Sci-Fi', 'Adventure', 'Fantasy']","Dec 10, 1985 to Nov 10, 1986",2.0,720,10187,10546.0,5.22
8470,4927,Tomoe ga Yuku!,"['Action', 'Drama', 'Romance', 'Thriller', 'Shoujo']","Oct 21, 1991 to Jan 21, 1992",2.0,770,10046,10542.0,5.23
8472,19171,Sanjougattai Transformers Go!,"['Mecha', 'Sci-Fi', 'Shounen']","Jul 1, 2013 to Apr 1, 2014",10.0,508,10970,10540.0,5.23
8473,32147,Peeping Life x Kids Station,"['Comedy', 'Slice of Life']","Jul 6, 2011 to 2011",3.0,212,13256,10539.0,5.23
8475,35631,Mahouka x Mameshiba,"['Comedy', 'Parody']","May 24, 2017 to Jun 27, 2017",4.0,3137,6914,10536.0,5.23
8478,30947,Kurayami Santa,"['Historical', 'Supernatural']","Jul 5, 2015 to Sep 27, 2015",13.0,2252,7665,10534.0,5.23
8479,10360,Kinniku Banzuke: Kongou-kun no Daibouken!,"['Action', 'Shounen', 'Sports']","Jul 30, 2001 to Aug 30, 2001",3.0,365,11691,10533.0,5.23
8483,33814,Ao Oni The Animation,"['Comedy', 'Horror']","Oct 3, 2016 to Jan 9, 2017",13.0,14460,3727,10523.0,5.23
8489,15545,Oshiri Kajiri Mushi (TV),"['Comedy', 'Kids']","Oct 7, 2012 to Feb 24, 2013",20.0,1132,9270,10517.0,5.24
8492,39696,Niigata no Edamame-ou Shiba,['Kids'],"Apr 8, 2019",3.0,180,13796,10514.0,5.24
8498,15389,Kremlin,"['Comedy', 'Seinen']","Sep 14, 2012 to Feb 22, 2013",5.0,675,10321,10508.0,5.24
8505,20385,Eguchi Hisashi no Kotobuki Gorou Show,"['Comedy', 'Parody', 'Ecchi']","May 21, 1991 to Nov 21, 1991",4.0,895,9764,10501.0,5.24
8506,32737,009 Re:Cyborg x Zip,"['Comedy', 'Super Power']","Oct 15, 2012 to Oct 26, 2012",10.0,854,9859,10499.0,5.24
8511,30781,Matsubara-kun,['Comedy'],"May 18, 2015 to May 22, 2015",5.0,170,13948,10494.0,5.25
8512,31071,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou",['Comedy'],"Jul 4, 2015 to Aug 1, 2015",5.0,374,11661,10493.0,5.25
8516,31491,Hantsu x Trash,"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen', 'Sports']","Oct 6, 2015 to Nov 4, 2016",3.0,13301,3855,10489.0,5.25
8517,38028,Green Dakara x Mirai no Mirai,['Music'],"Jul 13, 2018",2.0,1057,9407,10488.0,5.25
8521,1745,Wild 7 Another Bouryaku Unga,"['Action', 'Adventure', 'Police', 'Shounen']","Apr 27, 2002 to Aug 31, 2002",13.0,629,10481,10483.0,5.26
8525,37258,Omae wa Mada Gunma wo Shiranai,"['Comedy', 'School']","Apr 2, 2018 to Jun 18, 2018",12.0,10824,4198,10473.0,5.26
8531,3008,Time Bokan Series: Yatterman,"['Adventure', 'Comedy', 'Mecha']","Jan 1, 1977 to Jan 27, 1979",108.0,3798,6422,4931.0,6.74
8533,32228,Teekyuu 7,"['Comedy', 'Shounen', 'Sports']","Jan 12, 2016 to Mar 29, 2016",12.0,11637,4072,4929.0,6.74
8535,926,Tatakae! Chou Robot Seimeitai Transformers Victory,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']","Mar 14, 1989 to Dec 19, 1989",38.0,2042,7907,4928.0,6.74
8536,1541,Souten no Ken,"['Action', 'Historical', 'Martial Arts']","Oct 5, 2006 to Mar 15, 2007",22.0,8209,4705,4926.0,6.74
8537,35522,Stella no Mahou Specials,"['Comedy', 'School', 'Slice of Life']","Feb 24, 2017 to Mar 24, 2017",2.0,3553,6602,4927.0,6.74
8539,3809,Shirayuki Hime no Densetsu,"['Adventure', 'Fantasy', 'Romance']","Apr 6, 1994 to Mar 29, 1995",52.0,2326,7583,4924.0,6.74
8540,4514,Seton Doubutsuki: Kuma no Ko Jacky,"['Adventure', 'Historical', 'Drama']","Jun 7, 1977 to Dec 16, 1977",26.0,1370,8843,4923.0,6.74
8541,26347,From Osaka with Cheer!,['Slice of Life'],"Mar 30, 2008",4.0,217,13136,10459.0,5.26
8548,11491,Recorder to Randoseru Do♪,"['Comedy', 'School', 'Seinen', 'Slice of Life']","Jan 6, 2012 to Mar 28, 2012",13.0,40048,2189,4918.0,6.74
8550,38009,Re:Stage! Dream Days♪,"['Music', 'Slice of Life', 'School']","Jul 7, 2019 to Sep 29, 2019",12.0,6450,5200,4917.0,6.74
8553,1455,Makai Tenshou,"['Action', 'Supernatural', 'Samurai', 'Historical']","Feb 27, 1998 to Mar 27, 1998",2.0,5392,5573,10449.0,5.27
8556,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"['Comedy', 'Magic']","Jul 31, 2012 to Nov 16, 2012",12.0,4408,6047,10448.0,5.27
8559,22953,Hana no Zundamaru: Junk,"['Martial Arts', 'Comedy', 'Parody']","Feb 13, 2014 to Feb 27, 2014",3.0,199,13426,10443.0,5.27
8565,35398,Rekkoku Rikugun,['Military'],1932,3.0,178,13878,10434.0,5.28
8569,2783,Oyayubi Hime Monogatari,"['Adventure', 'Fantasy', 'Shoujo']","Mar 31, 1992 to Sep 30, 1992",26.0,1112,9301,4913.0,6.74
8570,8999,Origami Warriors,"['Action', 'Adventure']",2004,52.0,302,12122,4912.0,6.74
8571,34888,Makeruna!! Aku no Gundan!,"['Comedy', 'Shounen']","Apr 5, 2017 to Jun 21, 2017",12.0,1528,8588,10431.0,5.28
8572,22661,One Piece: Cry Heart,"['Fantasy', 'Shounen']","Jan 19, 2014 to Apr 22, 2015",3.0,5425,5570,4911.0,6.74
8575,10197,Nyanpire The Animation,"['Comedy', 'Supernatural', 'Vampire']","Jul 6, 2011 to Sep 21, 2011",12.0,23165,2967,4910.0,6.74
8576,1596,Arcade Gamer Fubuki,"['Action', 'Comedy', 'Ecchi', 'Parody', 'Shounen', 'Sports', 'Super Power']","Feb 25, 2002 to Jan 25, 2003",4.0,4898,5797,10424.0,5.28
8579,2970,Night Wizard,"['Adventure', 'Fantasy', 'Magic', 'Shounen']","Oct 3, 2007 to Dec 26, 2007",13.0,32053,2463,4909.0,6.74
8584,33113,Scared Rider Xechs,"['Sci-Fi', 'Adventure', 'Harem', 'Romance']","Jul 6, 2016 to Sep 21, 2016",12.0,17161,3449,10420.0,5.29
8586,11209,Maken-Ki! OVA,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']","Mar 1, 2012 to Sep 25, 2013",2.0,39324,2219,4905.0,6.74
8587,33888,Omoi Au Christmas 2011,['Fantasy'],"Nov 15, 2011 to Dec 17, 2011",3.0,140,14508,10418.0,5.29
8588,5241,Mofu☆Mofu,['Kids'],"Aug, 2008 to 2008",11.0,418,11384,10417.0,5.29
8590,7452,Mini Moni Yaru no da Pyon!,['Comedy'],"Jun 4, 2001 to Oct 26, 2001",66.0,276,12363,10416.0,5.29
8591,3388,Majokko Megu-chan,"['Magic', 'Shoujo']","Apr 1, 1974 to Sep 29, 1975",72.0,1896,8073,4904.0,6.74
8592,21835,Majin Bone,['Game'],"Apr 1, 2014 to Mar 31, 2015",52.0,8247,4698,4903.0,6.74
8594,7148,Ladies versus Butlers!,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']","Jan 5, 2010 to Mar 23, 2010",12.0,146319,755,4901.0,6.74
8598,4362,Fireball,"['Comedy', 'Sci-Fi']","Apr 7, 2008 to Jun 30, 2008",13.0,8264,4686,4894.0,6.74
8616,30840,Many Things SD Gundam,"['Parody', 'Comedy', 'Mecha']","2011 to Jul 22, 2011",2.0,599,10611,10396.0,5.3
8621,29605,Double Hard,"['Action', 'Martial Arts']",2013 to ?,26.0,404,11459,4891.0,6.74
8625,1802,Dirty Pair Flash,"['Action', 'Adventure', 'Police', 'Comedy', 'Sci-Fi']","Jan 21, 1994 to Jun 21, 1994",6.0,6332,5229,4890.0,6.74
8627,1755,Di Gi Charat Ohanami Special,['Comedy'],"Apr 6, 2001",4.0,2042,7911,4889.0,6.74
8628,234,Dan Doh!!,"['Adventure', 'Sports', 'Shounen']","Apr 3, 2004 to Sep 25, 2004",26.0,3164,6887,4888.0,6.74
8629,33661,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"['Sci-Fi', 'Space', 'Comedy', 'Ecchi', 'Seinen']","Aug 3, 2016 to Oct 26, 2016",13.0,1286,9002,4887.0,6.74
8631,3690,Chou Hatsumei Boy Kanipan,"['Adventure', 'Comedy', 'Mecha', 'Romance']","Feb 5, 1999 to Jun 25, 1999",21.0,674,10312,4885.0,6.74
8632,2255,Choujuu Kishin Dancougar,"['Action', 'Sci-Fi', 'Mecha']","Apr 5, 1985 to Dec 27, 1985",38.0,3174,6876,4886.0,6.74
8635,1669,Bakuten Shoot Beyblade 2002,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']","Jan 7, 2002 to Dec 30, 2002",51.0,42926,2082,4883.0,6.74
8643,3021,Yume Senshi Wingman,"['Action', 'Comedy', 'Super Power', 'Romance', 'School']","Feb 7, 1984 to Feb 26, 1985",47.0,1640,8399,4879.0,6.75
8644,37641,Yin Yang Shi: Ping An Wu Yu,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']","Apr 21, 2018 to Jul 8, 2018",12.0,1246,9102,4878.0,6.75
8648,5484,Wagaya no Oinari-sama. Specials,"['Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural']","Jul 25, 2008 to Jun 26, 2009",12.0,2719,7218,4877.0,6.75
8650,3026,Compiler,"['Sci-Fi', 'Comedy', 'Drama', 'Romance']","Mar 5, 1994 to Oct 5, 1994",2.0,1676,8348,10388.0,5.3
8651,10513,Usavich IV,['Comedy'],"Apr 23, 2011 to Sep 15, 2011",13.0,2229,7693,4875.0,6.75
8656,36654,Tsukumogami Kashimasu,"['Slice of Life', 'Comedy', 'Historical', 'Demons', 'Supernatural']","Jul 23, 2018 to Oct 15, 2018",12.0,11326,4130,4873.0,6.75
8657,5304,Akiba-chan,"['Comedy', 'Kids', 'Slice of Life']","Jul 25, 2008 to Aug 1, 2008",10.0,1783,8209,10384.0,5.3
8662,34177,Tenshi no 3P!,"['Music', 'School', 'Slice of Life']","Jul 10, 2017 to Sep 25, 2017",12.0,41915,2119,4871.0,6.75
8665,1059,Mutant Turtles: Choujin Densetsu-hen,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Super Power']","May 21, 1996",2.0,2222,7694,10375.0,5.31
8670,2620,Spider Riders: Yomigaeru Taiyou,"['Action', 'Adventure', 'Mecha']","Apr 14, 2007 to Oct 13, 2007",26.0,3025,6990,4869.0,6.75
8671,33668,Soushin Shoujo Matoi,"['Supernatural', 'Magic']","Oct 4, 2016 to Dec 20, 2016",12.0,20743,3135,4868.0,6.75
8672,30893,Deban Desu Yo! Onigirizu,['Comedy'],"Jun 1, 2015 to Oct 31, 2015",6.0,258,12565,10366.0,5.31
8673,17211,Shouwa Ahozoushi Akanuke Ichiban!,"['Comedy', 'Shoujo']","Oct 7, 1985 to Mar 24, 1986",22.0,581,10668,4867.0,6.75
8675,6330,Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,"['Comedy', 'Fantasy', 'Supernatural']","Jan 25, 2006 to Aug 25, 2006",8.0,11935,4025,4866.0,6.75
8676,533,Sensei no Ojikan: Doki Doki School Hours,"['Comedy', 'Slice of Life']","Apr 5, 2004 to Jun 28, 2004",13.0,6467,5176,4865.0,6.75
8677,6056,Sasuke,"['Action', 'Martial Arts', 'Historical', 'Shounen']","Sep 3, 1968 to Mar 25, 1969",29.0,795,9988,4864.0,6.75
8686,21215,Zettai Shougeki: Platonic Heart Picture Drama,"['Action', 'Ecchi', 'Martial Arts']","Nov 27, 2008 to Feb 25, 2009",4.0,961,9611,10358.0,5.32
8689,537,Tekken,"['Action', 'Sci-Fi', 'Adventure', 'Martial Arts']","Jan 21, 1998 to Feb 21, 1998",2.0,12300,3974,10355.0,5.32
8694,10847,Inumarudashi,['Comedy'],"Jun 10, 2011 to Jul 22, 2011",4.0,541,10810,10349.0,5.32
8696,36318,Quanzhi Fashi 2nd Season,"['Action', 'Fantasy', 'Magic', 'School']","Sep 15, 2017 to Dec 1, 2017",12.0,31198,2521,4860.0,6.75
8701,1035,Patalliro Saiyuuki!,"['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']","Jun 6, 2005 to Nov 29, 2005",26.0,2913,7074,4857.0,6.75
8702,33912,Gakuen Handsome: Haitoku no Lesson,"['Comedy', 'Music']","May 10, 2016",2.0,739,10132,10345.0,5.32
8703,1300,Omishi Mahou Gekijou: Risky★Safety,"['Comedy', 'Shounen']","Oct 5, 1999 to Apr 4, 2000",24.0,2924,7060,4856.0,6.75
8706,32603,Okusama ga Seitokaichou!+!,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']","Oct 2, 2016 to Dec 18, 2016",12.0,98082,1120,4855.0,6.75
8707,21177,Nobunaga the Fool,"['Action', 'Historical', 'Mecha', 'Sci-Fi']","Jan 6, 2014 to Jun 23, 2014",24.0,80681,1349,4854.0,6.75
8708,27785,Doamaiger D,"['Action', 'Comedy', 'Mecha']","Jan 5, 2015 to Mar 30, 2015",13.0,1405,8797,10342.0,5.32
8713,34964,Killing Bites,"['Action', 'Ecchi', 'Sci-Fi', 'Seinen']","Jan 13, 2018 to Mar 31, 2018",12.0,100623,1095,4844.0,6.75
8716,618,Juubee Ninpuuchou: Ryuuhougyoku-hen,"['Adventure', 'Horror', 'Magic', 'Martial Arts', 'Samurai', 'Shounen', 'Supernatural']","Apr 15, 2003 to Jul 15, 2003",13.0,30004,2568,4843.0,6.75
8717,3438,Moero! Top Striker,"['Action', 'Shounen', 'Sports']","Oct 10, 1991 to Sep 24, 1992",49.0,3066,6960,4851.0,6.75
8718,6008,Jewelpet,"['Fantasy', 'Magic', 'Shoujo']","Apr 5, 2009 to Mar 28, 2010",52.0,6967,5023,4842.0,6.75
8719,25689,Hyakka Ryouran: Samurai After,"['Ecchi', 'Harem']","Jan 23, 2015 to Jul 1, 2015",2.0,15695,3610,4841.0,6.75
8720,31068,Hime Chen! Otogi Chikku Idol Lilpri (2011),"['Magic', 'Shoujo']","Apr 6, 2011 to Mar 28, 2012",51.0,1114,9310,4840.0,6.75
8728,18425,Ikeike! Momon-chan Specials,['Comedy'],"Dec 12, 2012 to Mar 6, 2013",3.0,431,11324,10331.0,5.33
8729,6383,Chargeman Ken!,"['Action', 'Adventure', 'Sci-Fi', 'Shounen']","Apr 1, 1974 to Jun 28, 1974",65.0,1278,9001,10326.0,5.33
8732,30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,"['Comedy', 'Ecchi']","Apr 18, 2014",3.0,3239,6837,10324.0,5.33
8739,6525,Peeping Life,"['Slice of Life', 'Comedy']","May 14, 2009 to Aug 11, 2009",10.0,2234,7684,10317.0,5.34
8740,7448,Pacusi,['Comedy'],"Apr 4, 1994 to Jan 5, 1995",18.0,354,11755,10316.0,5.34
8742,37668,Medama Oyaji no April Fools',"['Demons', 'Parody']","Apr 1, 2018",3.0,546,10801,10314.0,5.34
8745,33572,Idol Memories,['Music'],"Oct 3, 2016 to Dec 19, 2016",12.0,7082,4998,10311.0,5.34
8756,2462,Toushinden,"['Action', 'Martial Arts']","Jun 21, 1996 to Aug 21, 1996",2.0,3177,6870,10299.0,5.35
8768,29822,Channel 5.5 2nd Season,"['Parody', 'Comedy']","Apr 14, 2014 to Jun 18, 2014",4.0,596,10612,10288.0,5.35
8770,37277,Beatless Intermission,"['Action', 'Romance', 'Sci-Fi', 'Drama']","Feb 17, 2018 to Jun 2, 2018",4.0,7846,4791,10286.0,5.35
8772,15527,24H,['Music'],"Jul 28, 2010",9.0,549,10791,10283.0,5.35
